date,lastTradeDate,optionType,timeToMaturity,underlyingLastPrice,riskFreeRate,lastPrice,impliedVolatility,strike,PCR,VIX,GS_ABBV,SC_ABBV
2025-09-16,2025-09-16 17:53:59+00:00,call,0.0082135523613963,214.7121124267578,0.0389000010490417,36.71,0.009570316796875,180.0,0.4263648168556618,16.360000610351562,12,0.050109746
2025-11-19,2025-11-19 16:04:57+00:00,call,0.3312799452429842,232.9100036621093,0.0377200007438659,40.18,0.0031738963867187,200.0,0.5808447013783168,23.65999984741211,12,0.045422101
2025-10-10,2025-10-10 18:00:40+00:00,put,0.2683093771389459,228.8501892089844,0.038529999256134,7.65,0.0026865355377197,220.0,0.5546919668279467,21.65999984741211,10,0.06384246
2025-10-30,2025-10-30 18:59:50+00:00,put,0.3860369609856263,228.1999969482422,0.0375699996948242,3.65,0.0027887684020996,195.0,0.5505748914115423,16.90999984741211,11,0.160783631
2025-11-03,2025-11-03 17:02:31+00:00,put,0.0684462696783025,211.9600067138672,0.037829999923706,1.06,0.0023218541259765,200.0,0.5255398734617256,17.170000076293945,10,0.053466788
2025-10-23,2025-10-23 19:44:48+00:00,call,0.0219028062970568,228.25,0.0378800010681152,1.94,0.0036157864990234,237.5,0.5859499129405888,17.299999237060547,10,0.089297643
2025-11-21,2025-11-21 20:20:59+00:00,put,0.1149897330595482,236.27999877929688,0.0374000000953674,6.6,0.0023096472167968,235.0,0.6158315982637541,23.43000030517578,10,-0.028131707
2025-11-18,2025-11-18 16:29:38+00:00,call,0.1615331964407939,233.8699951171875,0.0377200007438659,85.15,0.0061621477539062,150.0,0.5977244278866204,24.690000534057617,12,0.0082
2025-12-04,2025-12-04 17:03:05+00:00,put,0.5366187542778919,228.7100067138672,0.036119999885559,17.45,0.0026602906829833,230.0,0.4706950357178836,15.779999732971191,8,0.062075211
2025-10-31,2025-10-31 17:40:35+00:00,call,0.1149897330595482,218.0399932861328,0.0371799993515014,1.5,0.0035706209350585,235.0,0.4909284680137325,17.440000534057617,14,0.124729208
2025-09-29,2025-09-29 14:18:13+00:00,put,0.7173169062286106,221.562728881836,0.0386299991607666,4.35,0.0029419651123046,175.0,0.5448468412979404,16.1200008392334,12,0.042793103
2025-10-01,2025-10-01 19:19:57+00:00,call,0.0246406570841889,242.630859375,0.0384500002861022,20.97,0.0047852083984375,222.5,0.3831727001149993,16.290000915527344,14,0.096078571
2025-11-28,2025-11-28 15:28:49+00:00,call,2.1464750171115674,227.6999969482422,0.0369700002670288,17.5,0.0025868966415405,280.0,0.52168792413732,16.350000381469727,5,0.109937615
2025-09-29,2025-09-29 18:04:21+00:00,call,0.0876112251882272,221.562728881836,0.0386299991607666,1.7,0.0023688507263183,235.0,0.5448468412979404,16.1200008392334,12,0.042793103
2025-10-09,2025-10-09 18:06:11+00:00,put,0.0219028062970568,229.0388336181641,0.038529999256134,0.09,0.0058008232421875,195.0,0.4646201762158078,16.43000030517578,11,0.070468874
2025-12-03,2025-12-03 19:32:12+00:00,call,0.0438056125941136,230.2400054931641,0.0363499999046325,41.2,0.0068872381591796,190.0,0.4836780774153891,16.079999923706055,8,-0.004504149
2025-10-29,2025-10-29 19:07:00+00:00,put,0.3887748117727584,225.13999938964844,0.0373000001907348,1.77,0.003004220349121,180.0,0.51993477829377,16.920000076293945,11,0.042912329
2025-10-31,2025-10-31 19:57:13+00:00,put,0.1341546885694729,218.0399932861328,0.0371799993515014,3.5,0.0022504437072753,210.0,0.4909284680137325,17.440000534057617,14,0.124729208
2025-12-01,2025-12-01 19:38:21+00:00,call,0.7967145790554415,225.1100006103516,0.0369300007820129,4.97,0.0026792113922119,280.0,0.5034755455937583,17.239999771118164,7,0.07698692
2025-11-13,2025-11-13 20:05:03+00:00,call,2.187542778918549,232.2899932861328,0.0379299998283386,30.27,0.0028282882705688,250.0,2.423953616158554,20.0,12,0.08932029
2025-10-08,2025-10-08 14:01:10+00:00,call,0.944558521560575,229.5848999023437,0.0384299993515014,45.09,0.0031143877044677,195.0,0.5128229460257322,16.299999237060547,11,0.073480843
2025-10-22,2025-10-22 19:46:43+00:00,call,0.4079397672826831,228.67999267578125,0.0378800010681152,6.7,0.0024658956542968,250.0,0.5534406228532173,18.600000381469727,11,0.090036681
2025-10-07,2025-10-07 18:28:18+00:00,call,1.273100616016427,231.1635131835937,0.0384299993515014,8.19,0.0026168035690307,290.0,0.5341100829028559,17.239999771118164,11,0.085945374
2025-10-27,2025-10-27 17:28:57+00:00,put,0.0492813141683778,228.02999877929688,0.0371799993515014,1.43,0.0029444064941406,215.0,0.4832841241605606,15.789999961853027,11,0.06581308
2025-09-22,2025-09-22 19:55:04+00:00,put,0.0301163586584531,220.996810913086,0.0384800004959106,0.26,0.0024536887451171,210.0,0.459715780489061,16.100000381469727,11,0.070851237
2025-10-06,2025-10-06 15:08:25+00:00,call,0.3750855578370979,228.5424194335937,0.0385999989509582,1.4,0.0024842060180664,280.0,0.4451849433518335,16.3700008392334,11,0.078473077
2025-11-20,2025-11-20 18:02:23+00:00,put,0.0027378507871321,229.4499969482422,0.0377500009536743,0.54,0.03093752265625,155.0,0.836158890676116,26.420000076293945,12,0.029942955
2025-09-15,2025-09-15 18:34:05+00:00,put,0.0109514031485284,216.05245971679688,0.0390000009536743,0.03,0.0032715516601562,200.0,0.4631899888201607,15.6899995803833,10,0.0229448
2025-10-30,2025-10-30 19:44:08+00:00,call,0.0793976728268309,228.1999969482422,0.0375699996948242,1.0,0.0027905994384765,250.0,0.5505748914115423,16.90999984741211,11,0.160783631
2025-11-11,2025-11-11 15:53:38+00:00,call,1.1006160164271048,225.1699981689453,0.037829999923706,26.0,0.002869639175415,220.0,0.4979294342057849,17.280000686645508,11,0.072714734
2025-10-28,2025-10-28 17:00:27+00:00,put,0.0465434633812457,227.5399932861328,0.0372000002861022,0.43,0.0034766277343749,205.0,0.4626676268621573,16.420000076293945,10,0.067307721
2025-09-19,2025-09-19 18:10:59+00:00,put,1.322381930184805,220.877670288086,0.0387800002098083,22.55,0.0024861896408081,220.0,0.5155633928526742,15.449999809265137,10,0.107842781
2025-12-05,2025-12-05 18:58:46+00:00,put,0.5338809034907598,226.0800018310547,0.036029999256134,7.2,0.0028162339477539,200.0,0.4936008660648426,15.40999984741211,8,0.47155
2025-10-02,2025-10-02 19:51:57+00:00,put,0.2902121834360027,234.8668212890625,0.0384800004959106,4.2,0.0028400374206542,210.0,0.5026707787157056,16.6299991607666,12,0.09945871
2025-12-02,2025-12-02 20:23:54+00:00,call,0.0082135523613963,224.3699951171875,0.0367199993133544,0.02,0.0027149166015625,240.0,0.4933986081350169,16.59000015258789,8,0.04104886
2025-09-29,2025-09-29 19:19:14+00:00,call,0.2217659137577002,221.562728881836,0.0386299991607666,3.1,0.0022553264709472,240.0,0.5448468412979404,16.1200008392334,12,0.042793103
2025-10-20,2025-10-20 19:59:08+00:00,call,0.3367556468172484,232.0599975585937,0.0379800009727478,2.3,0.00257819921875,270.0,1.1923439130545446,18.229999542236328,10,0.088611255
2025-11-24,2025-11-24 15:25:01+00:00,call,0.5639972621492129,229.509994506836,0.0373000001907348,2.5,0.0028409529388427,300.0,0.4820583841039761,20.520000457763672,10,0.049146552
2025-11-06,2025-11-06 19:37:45+00:00,put,0.2902121834360027,219.0399932861328,0.0376300001144409,5.05,0.0026990476196289,200.0,0.5303543057323145,19.5,11,0.076202749
2025-09-30,2025-09-30 19:12:17+00:00,put,0.9664613278576316,229.8827514648437,0.0384500002861022,1.29,0.0038519901916503,130.0,0.4281001330671037,16.280000686645508,13,0.142391818
2025-10-20,2025-10-20 16:10:55+00:00,put,0.0876112251882272,232.0599975585937,0.0379800009727478,0.14,0.0052441881835937,170.0,1.1923439130545446,18.229999542236328,10,0.088611255
2025-11-18,2025-11-18 20:43:25+00:00,put,0.0082135523613963,233.8699951171875,0.0377200007438659,0.12,0.0033496758789062,220.0,0.5977244278866204,24.690000534057617,12,0.0082
2025-11-21,2025-11-21 20:22:28+00:00,call,0.4791238877481177,236.27999877929688,0.0374000000953674,1.38,0.002733226965332,310.0,0.6158315982637541,23.43000030517578,10,-0.028131707
2025-09-26,2025-09-26 19:57:00+00:00,call,0.0191649555099247,219.030990600586,0.0385999989509582,4.8,0.0024378197631835,217.5,0.5030396467313046,15.289999961853027,12,0.111564356
2025-11-21,2025-11-21 16:55:32+00:00,put,0.0383299110198494,236.27999877929688,0.0374000000953674,0.52,0.0031128618408203,217.5,0.6158315982637541,23.43000030517578,10,-0.028131707
2025-12-04,2025-12-04 18:12:34+00:00,put,0.5366187542778919,228.7100067138672,0.036119999885559,13.0,0.0027075924560546,220.0,0.4706950357178836,15.779999732971191,8,0.062075211
2025-12-04,2025-12-04 20:30:16+00:00,call,0.1177275838466803,228.7100067138672,0.036119999885559,2.91,0.0022675333801269,240.0,0.4706950357178836,15.779999732971191,8,0.062075211
2025-12-02,2025-12-02 14:34:30+00:00,call,0.1232032854209445,224.3699951171875,0.0367199993133544,32.25,0.0039856558471679,195.0,0.4933986081350169,16.59000015258789,8,0.04104886
2025-10-13,2025-10-13 17:26:39+00:00,call,0.3559206023271731,228.6516265869141,0.038529999256134,54.1,0.0038135384277343,180.0,0.5540423973777141,19.030000686645508,10,0.100799051
2025-12-04,2025-12-04 17:45:13+00:00,call,0.0602327173169062,228.7100067138672,0.036119999885559,29.15,0.0048853050537109,200.0,0.4706950357178836,15.779999732971191,8,0.062075211
2025-10-08,2025-10-08 19:25:27+00:00,call,0.082135523613963,229.5848999023437,0.0384299993515014,0.6,0.0026734131103515,260.0,0.5128229460257322,16.299999237060547,11,0.073480843
2025-11-11,2025-11-11 20:50:44+00:00,call,0.3531827515400411,225.1699981689453,0.037829999923706,7.25,0.0024979387908935,240.0,0.4979294342057849,17.280000686645508,11,0.072714734
2025-11-13,2025-11-13 20:14:09+00:00,call,0.1752224503764544,232.2899932861328,0.0379299998283386,65.67,0.0056982852050781,170.0,2.423953616158554,20.0,12,0.08932029
2025-10-24,2025-10-24 19:45:42+00:00,put,0.0958247775496235,227.9900054931641,0.0376300001144409,1.17,0.0029431858032226,210.0,0.5682375757033249,16.3700008392334,9,0.038087383
2025-11-21,2025-11-21 20:46:40+00:00,call,0.0574948665297741,236.27999877929688,0.0374000000953674,28.19,0.0051843743286132,210.0,0.6158315982637541,23.43000030517578,10,-0.028131707
2025-09-22,2025-09-22 17:37:01+00:00,put,0.3175906913073237,220.996810913086,0.0384800004959106,1.06,0.0033618827880859,175.0,0.459715780489061,16.100000381469727,11,0.070851237
2025-10-30,2025-10-30 17:18:36+00:00,put,0.2135523613963039,228.1999969482422,0.0375699996948242,0.1,0.0051514156738281,135.0,0.5505748914115423,16.90999984741211,11,0.160783631
2025-12-08,2025-12-08 20:30:12+00:00,put,0.7775496235455168,223.1199951171875,0.0361800003051757,2.95,0.0033808034973144,160.0,0.5842642302506235,16.65999984741211,8,0.056290351
2025-11-14,2025-11-14 19:22:22+00:00,put,0.1724845995893223,232.3600006103516,0.0378800010681152,0.27,0.0039649041015625,175.0,0.6433469499622695,19.82999992370605,11,0.110588261
2025-10-30,2025-10-30 15:17:23+00:00,call,0.8843258042436687,228.1999969482422,0.0375699996948242,22.89,0.0027634390655517,230.0,0.5505748914115423,16.90999984741211,11,0.160783631
2025-11-04,2025-11-04 17:50:29+00:00,call,0.8706365503080082,215.88999938964844,0.0379299998283386,15.45,0.0027741201110839,230.0,0.5405515160432186,19.0,11,0.066268919
2025-09-12,2025-09-12 17:50:25+00:00,call,0.0191649555099247,216.7772216796875,0.0392799997329711,49.51,0.0084765777343749,170.0,0.3549638621811933,14.760000228881836,11,0.079010145
2025-11-07,2025-11-07 18:29:37+00:00,call,0.0383299110198494,219.1600036621093,0.0375699996948242,0.06,0.0032959654785156,250.0,0.6366463736709498,19.07999992370605,9,0.063420165
2025-09-24,2025-09-24 17:57:19+00:00,put,0.0629705681040383,218.41542053222656,0.0385800004005432,1.75,0.0023828886718749,210.0,0.5440363398105088,16.18000030517578,12,0.045793704
2025-12-11,2025-12-11 15:57:09+00:00,call,0.5174537987679672,223.97999572753903,0.0356800007820129,30.85,0.0028775736663818,200.0,1.5080169279370568,14.850000381469728,9,0.07503984
2025-10-20,2025-10-20 16:36:06+00:00,call,1.2375085557837098,232.0599975585937,0.0379800009727478,8.15,0.0026432010101318,290.0,1.1923439130545446,18.229999542236328,10,0.088611255
2025-10-28,2025-10-28 19:10:15+00:00,put,0.0082135523613963,227.5399932861328,0.0372000002861022,0.3,0.0051367673828124,210.0,0.4626676268621573,16.420000076293945,10,0.067307721
2025-09-23,2025-09-23 17:39:49+00:00,call,0.3148528405201916,221.01666259765625,0.0384500002861022,28.95,0.0028345443115234,195.0,0.5142187272052708,16.639999389648438,11,0.070581513
2025-10-22,2025-10-22 19:13:29+00:00,call,0.5612594113620808,228.67999267578125,0.0378800010681152,9.05,0.0026831786376953,250.0,0.5534406228532173,18.600000381469727,11,0.090036681
2025-12-05,2025-12-05 15:29:54+00:00,put,1.0349075975359343,226.0800018310547,0.036029999256134,20.85,0.0026288578918457,220.0,0.4936008660648426,15.40999984741211,8,0.47155
2025-10-21,2025-10-21 13:30:10+00:00,call,0.2381930184804928,231.38999938964844,0.0378500008583068,45.0,0.0041876801940917,190.0,0.4730226810574065,17.8700008392334,11,0.029392089
2025-10-03,2025-10-03 17:40:35+00:00,call,0.2108145106091718,232.2357940673828,0.0385800004005432,37.55,0.0034168138793945,200.0,0.452438421401007,16.649999618530273,11,0.088504
2025-10-21,2025-10-21 16:19:20+00:00,put,0.2381930184804928,231.38999938964844,0.0378500008583068,0.15,0.0034278000976562,165.0,0.4730226810574065,17.8700008392334,11,0.029392089
2025-11-05,2025-11-05 15:28:26+00:00,put,1.1937029431895962,216.7700042724609,0.0378800010681152,11.13,0.0029462375305175,185.0,0.4737735716279853,18.010000228881836,10,0.021802724
2025-09-26,2025-09-26 14:12:29+00:00,put,0.1533196440793976,219.030990600586,0.0385999989509582,0.15,0.0054785608398437,140.0,0.5030396467313046,15.289999961853027,12,0.111564356
2025-11-04,2025-11-04 20:28:49+00:00,put,1.1964407939767283,215.88999938964844,0.0379299998283386,7.05,0.0028415632843017,170.0,0.5405515160432186,19.0,11,0.066268919
2025-09-19,2025-09-19 18:00:38+00:00,call,0.4982888432580424,220.877670288086,0.0387800002098083,1.9,0.0022351850708007,270.0,0.5155633928526742,15.449999809265137,10,0.107842781
2025-11-11,2025-11-11 16:01:17+00:00,call,0.0082135523613963,225.1699981689453,0.037829999923706,0.01,0.0037305314453125,245.0,0.4979294342057849,17.280000686645508,11,0.072714734
2025-10-31,2025-10-31 19:14:25+00:00,put,0.2108145106091718,218.0399932861328,0.0371799993515014,2.11,0.0026300785827636,195.0,0.4909284680137325,17.440000534057617,14,0.124729208
2025-09-30,2025-09-30 15:01:22+00:00,put,0.4681724845995893,229.8827514648437,0.0384500002861022,2.2,0.0030481652221679,180.0,0.4281001330671037,16.280000686645508,13,0.142391818
2025-12-05,2025-12-05 20:25:02+00:00,put,0.0191649555099247,226.0800018310547,0.036029999256134,3.35,0.0021533987792968,227.5,0.4936008660648426,15.40999984741211,8,0.47155
2025-11-28,2025-11-28 15:27:21+00:00,call,1.1307323750855578,227.6999969482422,0.0369700002670288,25.05,0.0028206589523315,230.0,0.52168792413732,16.350000381469727,5,0.109937615
2025-10-09,2025-10-09 15:01:23+00:00,call,0.4435318275154004,229.0388336181641,0.038529999256134,8.2,0.0025595836822509,250.0,0.4646201762158078,16.43000030517578,11,0.070468874
2025-11-18,2025-11-18 18:48:25+00:00,call,0.0848733744010951,233.8699951171875,0.0377200007438659,0.67,0.0026050544189453,260.0,0.5977244278866204,24.690000534057617,12,0.0082
2025-10-07,2025-10-07 13:30:52+00:00,call,0.1998631074606434,231.1635131835937,0.0384299993515014,0.47,0.0028369856933593,290.0,0.5341100829028559,17.239999771118164,11,0.085945374
2025-11-14,2025-11-14 17:23:18+00:00,call,0.1724845995893223,232.3600006103516,0.0378800010681152,48.65,0.005582319567871,185.0,0.6433469499622695,19.82999992370605,11,0.110588261
2025-09-30,2025-09-30 14:21:59+00:00,put,1.2922655715263518,229.8827514648437,0.0384500002861022,1.62,0.0038092660095214,120.0,0.4281001330671037,16.280000686645508,13,0.142391818
2025-11-28,2025-11-28 15:19:45+00:00,call,0.0766598220396988,227.6999969482422,0.0369700002670288,1.69,0.0022010057250976,240.0,0.52168792413732,16.350000381469727,5,0.109937615
2025-11-10,2025-11-10 20:22:27+00:00,call,0.3559206023271731,218.7100067138672,0.037829999923706,9.0,0.0025989509643554,230.0,0.4779337831780682,17.600000381469727,10,0.044553191
2025-10-16,2025-10-16 14:43:06+00:00,call,0.0219028062970568,226.8699951171875,0.038529999256134,0.03,0.0026465579101562,250.0,0.6350702875115526,25.309999465942383,11,0.008540268
2025-10-14,2025-10-14 18:31:13+00:00,call,0.1040383299110198,227.4900054931641,0.038529999256134,20.5,0.0029560030578613,210.0,0.548171849801689,20.809999465942383,10,0.102465644
2025-11-26,2025-11-26 18:29:10+00:00,put,0.5585215605749486,227.6600036621093,0.0375300002098083,5.98,0.0028726909027099,195.0,0.5656570501472499,17.190000534057617,10,0.10721746
2025-11-21,2025-11-21 20:58:58+00:00,put,0.0574948665297741,236.27999877929688,0.0374000000953674,3.7,0.0021741505249023,230.0,0.6158315982637541,23.43000030517578,10,-0.028131707
2025-11-19,2025-11-19 18:34:16+00:00,call,0.5776865160848734,232.9100036621093,0.0377200007438659,12.71,0.0027045407287597,250.0,0.5808447013783168,23.65999984741211,12,0.045422101
2025-09-25,2025-09-25 15:19:20+00:00,put,2.321697467488022,216.97579956054688,0.0388299989700317,37.2,0.0023979947219848,230.0,0.5564372872173343,16.739999771118164,11,0.028105018
2025-11-28,2025-11-28 14:30:53+00:00,put,0.0574948665297741,227.6999969482422,0.0369700002670288,0.37,0.0033325862060546,200.0,0.52168792413732,16.350000381469727,5,0.109937615
2025-10-17,2025-10-17 19:59:25+00:00,call,0.0191649555099247,229.57000732421875,0.0383200001716613,2.63,0.0025440198730468,230.0,0.571123979835658,20.780000686645508,10,0.070407558
2025-10-10,2025-10-10 19:24:42+00:00,call,0.5941136208076659,228.8501892089844,0.038529999256134,14.55,0.0028598736480712,240.0,0.5546919668279467,21.65999984741211,10,0.06384246
2025-11-19,2025-11-19 15:59:13+00:00,put,0.9062286105407256,232.9100036621093,0.0377200007438659,12.75,0.0029264013031005,210.0,0.5808447013783168,23.65999984741211,12,0.045422101
2025-10-24,2025-10-24 13:57:20+00:00,put,0.0958247775496235,227.9900054931641,0.0376300001144409,0.59,0.0032446964599609,200.0,0.5682375757033249,16.3700008392334,9,0.038087383
2025-09-12,2025-09-12 16:22:31+00:00,put,1.0157426420260096,216.7772216796875,0.0392799997329711,4.55,0.0028919167846679,165.0,0.3549638621811933,14.760000228881836,11,0.079010145
2025-12-05,2025-12-05 20:34:22+00:00,put,0.2108145106091718,226.0800018310547,0.036029999256134,7.83,0.0026325199645996,220.0,0.4936008660648426,15.40999984741211,8,0.47155
2025-11-26,2025-11-26 20:08:53+00:00,put,0.0438056125941136,227.6600036621093,0.0375300002098083,2.34,0.0023877714355468,222.5,0.5656570501472499,17.190000534057617,10,0.10721746
2025-10-03,2025-10-03 19:33:16+00:00,put,0.3832991101984941,232.2357940673828,0.0385800004005432,3.95,0.0028913064392089,200.0,0.452438421401007,16.649999618530273,11,0.088504
2025-11-18,2025-11-18 14:30:02+00:00,call,0.5804243668720055,233.8699951171875,0.0377200007438659,11.8,0.0028595684753417,250.0,0.5977244278866204,24.690000534057617,12,0.0082
2025-09-26,2025-09-26 18:01:15+00:00,put,0.2299794661190965,219.030990600586,0.0385999989509582,0.49,0.004687553125,150.0,0.5030396467313046,15.289999961853027,12,0.111564356
2025-10-03,2025-10-03 16:56:49+00:00,put,0.0191649555099247,232.2357940673828,0.0385800004005432,0.15,0.0038867798828125,210.0,0.452438421401007,16.649999618530273,11,0.088504
2025-12-02,2025-12-02 17:19:36+00:00,call,0.4490075290896646,224.3699951171875,0.0367199993133544,13.5,0.0027353631744384,230.0,0.4933986081350169,16.59000015258789,8,0.04104886
2025-11-10,2025-11-10 18:52:09+00:00,put,0.3559206023271731,218.7100067138672,0.037829999923706,2.22,0.0029114478393554,180.0,0.4779337831780682,17.600000381469727,10,0.044553191
2025-12-03,2025-12-03 14:47:50+00:00,put,1.1170431211498972,230.2400054931641,0.0363499999046325,13.3,0.002870249520874,200.0,0.4836780774153891,16.079999923706055,8,-0.004504149
2025-10-14,2025-10-14 18:18:49+00:00,call,0.9281314168377824,227.4900054931641,0.038529999256134,8.5,0.0026265690963745,270.0,0.548171849801689,20.809999465942383,10,0.102465644
2025-10-03,2025-10-03 19:49:41+00:00,call,0.0191649555099247,232.2357940673828,0.0385800004005432,16.78,0.0055249470947265,217.5,0.452438421401007,16.649999618530273,11,0.088504
2025-09-17,2025-09-17 14:24:45+00:00,call,0.1013004791238877,219.22955322265625,0.0386800003051757,12.32,0.0027643545837402,210.0,0.5473469616664827,15.720000267028809,11,-0.031329388
2025-10-07,2025-10-07 17:39:48+00:00,call,0.027378507871321,231.1635131835937,0.0384299993515014,9.47,0.0028321029296874,225.0,0.5341100829028559,17.239999771118164,11,0.085945374
2025-10-13,2025-10-13 19:09:55+00:00,call,0.5859000684462696,228.6516265869141,0.038529999256134,63.77,0.0039978627563476,170.0,0.5540423973777141,19.030000686645508,10,0.100799051
2025-11-05,2025-11-05 20:47:19+00:00,call,0.1013004791238877,216.7700042724609,0.0378800010681152,1.14,0.0024005886901855,235.0,0.4737735716279853,18.010000228881836,10,0.021802724
2025-12-02,2025-12-02 19:52:00+00:00,call,0.0082135523613963,224.3699951171875,0.0367199993133544,1.8,0.002888254711914,225.0,0.4933986081350169,16.59000015258789,8,0.04104886
2025-10-29,2025-10-29 19:40:32+00:00,put,0.0629705681040383,225.13999938964844,0.0373000001907348,5.3,0.0027442131835937,222.5,0.51993477829377,16.920000076293945,11,0.042912329
2025-12-08,2025-12-08 19:23:27+00:00,call,1.103353867214237,223.1199951171875,0.0361800003051757,22.91,0.0028685710708618,230.0,0.5842642302506235,16.65999984741211,8,0.056290351
2025-11-03,2025-11-03 19:00:52+00:00,put,0.298425735797399,211.9600067138672,0.037829999923706,9.72,0.0024030300720214,210.0,0.5255398734617256,17.170000076293945,10,0.053466788
2025-10-29,2025-10-29 18:35:50+00:00,put,0.5420944558521561,225.13999938964844,0.0373000001907348,24.7,0.0024768818725585,240.0,0.51993477829377,16.920000076293945,11,0.042912329
2025-09-22,2025-09-22 18:43:37+00:00,call,0.4134154688569473,220.996810913086,0.0384800004959106,10.22,0.0024039455902099,230.0,0.459715780489061,16.100000381469727,11,0.070851237
2025-11-05,2025-11-05 19:54:28+00:00,call,0.0054757015742642,216.7700042724609,0.0378800010681152,0.01,0.00257819921875,230.0,0.4737735716279853,18.010000228881836,10,0.021802724
2025-10-15,2025-10-15 19:49:37+00:00,call,0.1013004791238877,226.22000122070312,0.0385800004005432,12.45,0.0031165239135742,220.0,0.4775928573449693,20.63999938964844,11,0.096612715
2025-10-17,2025-10-17 19:34:34+00:00,call,0.0191649555099247,229.57000732421875,0.0383200001716613,0.74,0.0019690744506835,235.0,0.571123979835658,20.780000686645508,10,0.070407558
2025-12-01,2025-12-01 20:32:23+00:00,call,0.0109514031485284,225.1100006103516,0.0369300007820129,0.08,0.0024512473632812,237.5,0.5034755455937583,17.239999771118164,7,0.07698692
2025-11-03,2025-11-03 15:16:33+00:00,call,1.1991786447638604,211.9600067138672,0.037829999923706,54.55,0.0032251654052734,170.0,0.5255398734617256,17.170000076293945,10,0.053466788
2025-10-06,2025-10-06 17:40:11+00:00,call,0.4517453798767967,228.5424194335937,0.0385999989509582,10.7,0.0025452405639648,240.0,0.4451849433518335,16.3700008392334,11,0.078473077
2025-12-02,2025-12-02 18:36:10+00:00,call,1.790554414784394,224.3699951171875,0.0367199993133544,71.58,0.0030896687133789,160.0,0.4933986081350169,16.59000015258789,8,0.04104886
2025-11-11,2025-11-11 15:30:37+00:00,call,0.0082135523613963,225.1699981689453,0.037829999923706,13.58,0.0070532521240234,207.5,0.4979294342057849,17.280000686645508,11,0.072714734
2025-12-05,2025-12-05 20:25:06+00:00,call,0.0191649555099247,226.0800018310547,0.036029999256134,14.36,0.0056470161865234,212.5,0.4936008660648426,15.40999984741211,8,0.47155
2025-11-28,2025-11-28 17:20:19+00:00,call,0.0574948665297741,227.6999969482422,0.0369700002670288,9.55,0.0028821512573242,220.0,0.52168792413732,16.350000381469727,5,0.109937615
2025-09-17,2025-09-17 17:29:33+00:00,put,0.3312799452429842,219.22955322265625,0.0386800003051757,1.22,0.0029737030761718,175.0,0.5473469616664827,15.720000267028809,11,-0.031329388
2025-10-31,2025-10-31 18:15:34+00:00,call,0.6297056810403833,218.0399932861328,0.0371799993515014,28.8,0.0031360549682617,200.0,0.4909284680137325,17.440000534057617,14,0.124729208
2025-10-02,2025-10-02 19:55:37+00:00,put,0.0027378507871321,234.8668212890625,0.0384800004959106,0.01,0.0138281558593749,180.0,0.5026707787157056,16.6299991607666,12,0.09945871
2025-10-29,2025-10-29 16:19:34+00:00,call,0.5420944558521561,225.13999938964844,0.0373000001907348,20.9,0.0028516339843749,220.0,0.51993477829377,16.920000076293945,11,0.042912329
2025-11-17,2025-11-17 17:05:27+00:00,call,0.0684462696783025,234.0,0.0377200007438659,35.75,0.0040527938476562,200.0,0.5870171395125529,22.3799991607666,12,0.024433929
2025-09-25,2025-09-25 19:30:43+00:00,call,0.3093771389459274,216.97579956054688,0.0388299989700317,10.95,0.0024079128356933,220.0,0.5564372872173343,16.739999771118164,11,0.028105018
