date,lastTradeDate,optionType,timeToMaturity,underlyingLastPrice,riskFreeRate,lastPrice,impliedVolatility,strike,PCR,VIX,GS_JNJ,SC_JNJ
2025-12-05,2025-12-05 14:50:29+00:00,put,0.0383299110198494,201.92999267578125,0.036029999256134,3.69,0.0020642883422851,205.0,0.4936008660648426,15.40999984741211,8,0.117133333
2025-10-16,2025-10-16 19:54:23+00:00,call,0.0985626283367556,190.9078826904297,0.038529999256134,3.03,0.0018909502319335,195.0,0.6350702875115526,25.309999465942383,18,-0.098427668
2025-11-20,2025-11-20 15:27:08+00:00,call,0.1560574948665297,201.788803100586,0.0377500009536743,0.4,0.0022608195800781,240.0,0.836158890676116,26.420000076293945,18,-0.017253689
2025-10-14,2025-10-14 18:08:06+00:00,put,0.0848733744010951,189.6459045410156,0.038529999256134,0.6,0.0025598888549804,175.0,0.548171849801689,20.809999465942383,18,-0.045335531
2025-10-02,2025-10-02 19:41:44+00:00,call,0.2135523613963039,184.8066253662109,0.0384800004959106,0.4,0.0017823087402343,210.0,0.5026707787157056,16.6299991607666,16,0.034577011
2025-11-25,2025-11-25 15:43:20+00:00,put,0.6406570841889117,206.6699981689453,0.0373200011253356,3.15,0.0023114782531738,175.0,0.5800740868257438,18.559999465942383,17,-0.042414685
2025-10-01,2025-10-01 19:16:47+00:00,call,0.1396303901437371,184.87619018554688,0.0384500002861022,13.65,0.0024768818725585,175.0,0.3831727001149993,16.290000915527344,17,-0.226521557
2025-09-12,2025-09-12 17:32:55+00:00,call,0.3449691991786447,176.93658447265625,0.0392799997329711,16.94,0.0023865507446289,165.0,0.3549638621811933,14.760000228881836,14,0.00078843
2025-12-03,2025-12-03 19:19:57+00:00,call,0.0054757015742642,205.3300018310547,0.0363499999046325,95.42,0.0360156349609375,110.0,0.4836780774153891,16.079999923706055,8,-0.047680385
2025-11-13,2025-11-13 18:11:26+00:00,call,0.3477070499657768,194.0181427001953,0.0379299998283386,23.5,0.0025153336364746,175.0,2.423953616158554,20.0,16,-0.0401225
2025-10-10,2025-10-10 16:19:41+00:00,call,2.184804928131417,189.5167236328125,0.038529999256134,27.5,0.0022301497207641,185.0,0.5546919668279467,21.65999984741211,14,0.006757843
2025-11-11,2025-11-11 18:24:23+00:00,put,0.6789869952087612,192.6071014404297,0.037829999923706,12.95,0.0019242140594482,195.0,0.4979294342057849,17.280000686645508,15,0.095578806
2025-11-26,2025-11-26 14:43:48+00:00,put,1.136208076659822,207.5599975585937,0.0375300002098083,17.57,0.001854634677124,210.0,0.5656570501472499,17.190000534057617,17,-0.00113089
2025-10-03,2025-10-03 13:38:49+00:00,put,0.5366187542778919,187.4498443603516,0.0385800004005432,9.9,0.0017874966766357,190.0,0.452438421401007,16.649999618530273,15,0.039925
2025-11-24,2025-11-24 16:38:51+00:00,put,0.0876112251882272,204.75,0.0373000001907348,0.75,0.0024414818359375,190.0,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-11-13,2025-11-13 14:42:51+00:00,put,0.8459958932238193,194.0181427001953,0.0379299998283386,0.48,0.0041211525390625,105.0,2.423953616158554,20.0,16,-0.0401225
2025-12-04,2025-12-04 20:22:37+00:00,put,0.0027378507871321,202.47999572753903,0.036119999885559,0.2,0.0017041845214843,200.0,0.4706950357178836,15.779999732971191,8,0.042376246
2025-10-23,2025-10-23 19:05:45+00:00,call,0.0793976728268309,191.25567626953125,0.0378800010681152,8.63,0.0023450472534179,185.0,0.5859499129405888,17.299999237060547,16,0.00078449
2025-11-21,2025-11-21 20:00:28+00:00,put,2.0698151950718686,202.61355590820312,0.0374000000953674,13.93,0.0020879392288208,185.0,0.6158315982637541,23.43000030517578,19,-0.073704603
2025-09-23,2025-09-23 16:09:58+00:00,put,0.0657084188911704,175.46592712402344,0.0384500002861022,5.33,0.0017212741943359,180.0,0.5142187272052708,16.639999389648438,22,0.023736649
2025-10-01,2025-10-01 17:49:22+00:00,call,0.216290212183436,184.87619018554688,0.0384500002861022,17.7,0.0025470716003417,170.0,0.3831727001149993,16.290000915527344,17,-0.226521557
2025-11-20,2025-11-20 19:08:13+00:00,put,0.0027378507871321,201.788803100586,0.0377500009536743,0.04,0.01359378203125,155.0,0.836158890676116,26.420000076293945,18,-0.017253689
2025-10-07,2025-10-07 13:40:50+00:00,put,0.0465434633812457,187.69825744628903,0.0384299993515014,0.33,0.0046924358886718,167.5,0.5341100829028559,17.239999771118164,15,-0.06966065
2025-10-01,2025-10-01 13:39:47+00:00,put,0.4654346338124572,184.87619018554688,0.0384500002861022,0.56,0.0030725790405273,135.0,0.3831727001149993,16.290000915527344,17,-0.226521557
2025-11-03,2025-11-03 19:47:01+00:00,put,0.1259411362080766,185.08485412597656,0.037829999923706,7.14,0.001871419177246,190.0,0.5255398734617256,17.170000076293945,16,-0.042360714
2025-10-09,2025-10-09 18:15:59+00:00,put,0.4435318275154004,189.8744506835937,0.038529999256134,5.3,0.0019971503417968,180.0,0.4646201762158078,16.43000030517578,17,-0.070384416
2025-10-17,2025-10-17 19:34:19+00:00,call,0.0766598220396988,192.00094604492188,0.0383200001716613,1.21,0.0017139500488281,200.0,0.571123979835658,20.780000686645508,15,-0.060113527
2025-10-13,2025-10-13 17:08:54+00:00,call,2.1765913757700206,189.6955718994141,0.038529999256134,15.18,0.0022064988342285,210.0,0.5540423973777141,19.030000686645508,16,-0.016940351
2025-11-26,2025-11-26 15:15:14+00:00,put,2.1519507186858315,207.5599975585937,0.0375300002098083,7.65,0.0022916420257568,160.0,0.5656570501472499,17.190000534057617,17,-0.00113089
2025-09-26,2025-09-26 19:41:55+00:00,put,0.2299794661190965,178.57618713378906,0.0385999989509582,6.08,0.0017353121398925,180.0,0.5030396467313046,15.289999961853027,16,0.11236911
2025-12-03,2025-12-03 19:42:49+00:00,put,0.5393566050650239,205.3300018310547,0.0363499999046325,2.16,0.0023688507263183,170.0,0.4836780774153891,16.079999923706055,8,-0.047680385
2025-10-03,2025-10-03 17:00:04+00:00,call,0.1149897330595482,187.4498443603516,0.0385800004005432,20.3,0.0034473311523437,170.0,0.452438421401007,16.649999618530273,15,0.039925
2025-10-22,2025-10-22 14:35:07+00:00,call,0.6543463381245722,191.72271728515625,0.0378800010681152,27.5,0.0026071906280517,170.0,0.5534406228532173,18.600000381469727,16,-0.034099216
2025-10-03,2025-10-03 14:36:05+00:00,call,1.2073921971252566,187.4498443603516,0.0385800004005432,3.44,0.0017862759857177,230.0,0.452438421401007,16.649999618530273,15,0.039925
2025-11-26,2025-11-26 20:18:35+00:00,call,0.1396303901437371,207.5599975585937,0.0375300002098083,0.48,0.0019995917236328,230.0,0.5656570501472499,17.190000534057617,17,-0.00113089
2025-09-12,2025-09-12 13:30:03+00:00,call,0.2683093771389459,176.93658447265625,0.0392799997329711,20.8,0.0025708750732421,160.0,0.3549638621811933,14.760000228881836,14,0.00078843
2025-10-13,2025-10-13 19:45:17+00:00,call,0.432580424366872,189.6955718994141,0.038529999256134,6.17,0.0020063055236816,200.0,0.5540423973777141,19.030000686645508,16,-0.016940351
2025-09-24,2025-09-24 14:42:59+00:00,put,2.2286105407255303,175.5752410888672,0.0385800004005432,6.47,0.0021482108428955,140.0,0.5440363398105088,16.18000030517578,21,0.177238793
2025-09-19,2025-09-19 17:29:02+00:00,call,1.322381930184805,175.07839965820312,0.0387800002098083,2.85,0.0019678537597656,220.0,0.5155633928526742,15.449999809265137,13,0.074545045
2025-11-11,2025-11-11 19:37:32+00:00,call,0.1232032854209445,192.6071014404297,0.037829999923706,3.3,0.0021668263793945,195.0,0.4979294342057849,17.280000686645508,15,0.095578806
2025-10-28,2025-10-28 19:31:21+00:00,put,0.0657084188911704,185.7506256103516,0.0372000002861022,1.98,0.0016346051391601,185.0,0.4626676268621573,16.420000076293945,16,-0.004262646
2025-10-09,2025-10-09 14:14:04+00:00,call,2.283367556468173,189.8744506835937,0.038529999256134,7.85,0.0020166813964843,240.0,0.4646201762158078,16.43000030517578,17,-0.070384416
2025-10-29,2025-10-29 18:47:19+00:00,call,0.0438056125941136,185.42271423339844,0.0373000001907348,1.25,0.0018494467407226,190.0,0.51993477829377,16.920000076293945,14,-0.047714486
2025-09-24,2025-09-24 17:13:24+00:00,call,1.3086926762491444,175.5752410888672,0.0385800004005432,14.69,0.0020093572509765,180.0,0.5440363398105088,16.18000030517578,21,0.177238793
2025-09-29,2025-09-29 19:59:42+00:00,call,0.0109514031485284,180.47412109375,0.0386299991607666,1.06,0.0017505707763671,182.5,0.5448468412979404,16.1200008392334,16,0.051806803
2025-12-03,2025-12-03 15:39:30+00:00,call,0.0054757015742642,205.3300018310547,0.0363499999046325,71.21,0.0250000375,135.0,0.4836780774153891,16.079999923706055,8,-0.047680385
2025-11-13,2025-11-13 20:30:17+00:00,put,2.187542778918549,194.0181427001953,0.0379299998283386,1.19,0.003320379296875,90.0,2.423953616158554,20.0,16,-0.0401225
2025-11-14,2025-11-14 16:56:31+00:00,put,0.0191649555099247,194.69384765625,0.0378800010681152,0.04,0.005312546875,165.0,0.6433469499622695,19.82999992370605,15,0.047877293
2025-10-31,2025-10-31 19:08:50+00:00,put,0.0383299110198494,187.6783905029297,0.0371799993515014,1.01,0.0016724465576171,185.0,0.4909284680137325,17.440000534057617,15,0.02468169
2025-09-19,2025-09-19 14:56:19+00:00,call,2.3381245722108144,175.07839965820312,0.0387800002098083,14.95,0.0020275150283813,190.0,0.5155633928526742,15.449999809265137,13,0.074545045
2025-11-28,2025-11-28 15:52:54+00:00,call,1.1307323750855578,206.9199981689453,0.0369700002670288,17.11,0.0022057359024047,210.0,0.52168792413732,16.350000381469727,6,0.110783221
2025-10-17,2025-10-17 18:51:39+00:00,put,0.4216290212183436,192.00094604492188,0.0383200001716613,0.47,0.0031153032226562,135.0,0.571123979835658,20.780000686645508,15,-0.060113527
2025-10-03,2025-10-03 18:33:06+00:00,put,0.2108145106091718,187.4498443603516,0.0385800004005432,1.4,0.0021790332885742,170.0,0.452438421401007,16.649999618530273,15,0.039925
2025-10-15,2025-10-15 19:59:27+00:00,call,0.0054757015742642,189.96388244628903,0.0385800004005432,0.89,0.0022730264892578,192.5,0.4775928573449693,20.63999938964844,17,0.005100383
2025-10-13,2025-10-13 15:05:06+00:00,call,1.2566735112936345,189.6955718994141,0.038529999256134,30.41,0.0026111578735351,170.0,0.5540423973777141,19.030000686645508,16,-0.016940351
2025-11-25,2025-11-25 17:16:19+00:00,call,0.0465434633812457,206.6699981689453,0.0373200011253356,21.96,0.005191698474121,185.0,0.5800740868257438,18.559999465942383,17,-0.042414685
2025-10-21,2025-10-21 19:06:00+00:00,put,0.6570841889117043,190.66940307617188,0.0378500008583068,6.1,0.001852803640747,180.0,0.4730226810574065,17.8700008392334,16,-0.107514386
2025-10-21,2025-10-21 14:17:02+00:00,put,0.027378507871321,190.66940307617188,0.0378500008583068,0.06,0.0248828502929687,95.0,0.4730226810574065,17.8700008392334,16,-0.107514386
2025-10-14,2025-10-14 19:58:59+00:00,call,0.0082135523613963,189.6459045410156,0.038529999256134,0.14,0.0034473311523437,202.5,0.548171849801689,20.809999465942383,18,-0.045335531
2025-09-24,2025-09-24 16:28:30+00:00,call,0.731006160164271,175.5752410888672,0.0385800004005432,0.53,0.0018372398315429,230.0,0.5440363398105088,16.18000030517578,21,0.177238793
2025-12-08,2025-12-08 18:57:35+00:00,put,0.5256673511293635,201.6199951171875,0.0361800003051757,10.25,0.0019626658233642,200.0,0.5842642302506235,16.65999984741211,9,-0.008316915
2025-10-21,2025-10-21 19:51:23+00:00,call,2.250513347022588,190.66940307617188,0.0378500008583068,7.2,0.0021738453521728,240.0,0.4730226810574065,17.8700008392334,16,-0.107514386
2025-12-03,2025-12-03 17:25:55+00:00,put,0.0054757015742642,205.3300018310547,0.0363499999046325,0.04,0.0229687925781249,115.0,0.4836780774153891,16.079999923706055,8,-0.047680385
2025-12-02,2025-12-02 15:20:37+00:00,put,0.0465434633812457,205.4199981689453,0.0367199993133544,4.55,0.0018665364135742,207.5,0.4933986081350169,16.59000015258789,8,-0.150613265
2025-10-28,2025-10-28 15:55:17+00:00,call,1.1389459274469542,185.7506256103516,0.0372000002861022,27.22,0.0023337558624267,170.0,0.4626676268621573,16.420000076293945,16,-0.004262646
2025-11-07,2025-11-07 18:31:51+00:00,call,0.0383299110198494,185.3929138183593,0.0375699996948242,2.24,0.0017652190673828,187.5,0.6366463736709498,19.07999992370605,13,0.010122568
2025-11-04,2025-11-04 15:36:21+00:00,put,0.3723477070499658,185.6810760498047,0.0379299998283386,2.14,0.0021723194885253,165.0,0.5405515160432186,19.0,14,0.051846328
2025-11-11,2025-11-11 19:41:48+00:00,call,0.027378507871321,192.6071014404297,0.037829999923706,17.78,0.0051245604736328,175.0,0.4979294342057849,17.280000686645508,15,0.095578806
2025-12-10,2025-12-10 17:47:59+00:00,call,1.0978781656399723,206.5399932861328,0.0359299993515014,45.54,0.0025159439819335,165.0,0.4854728463110089,15.770000457763672,8,-0.012907576
2025-11-17,2025-11-17 19:32:59+00:00,call,0.0301163586584531,198.32081604003903,0.0377200007438659,15.0,0.0031568067138671,185.0,0.5870171395125529,22.3799991607666,15,-0.105384133
2025-10-08,2025-10-08 19:00:49+00:00,put,0.1013004791238877,188.49322509765625,0.0384299993515014,1.4,0.0020801573242187,180.0,0.5128229460257322,16.299999237060547,16,-0.122855556
2025-10-21,2025-10-21 17:33:14+00:00,call,0.0082135523613963,190.66940307617188,0.0378500008583068,9.7,0.004648491015625,182.5,0.4730226810574065,17.8700008392334,16,-0.107514386
2025-09-22,2025-09-22 17:49:27+00:00,call,0.164271047227926,173.1108856201172,0.0384800004959106,17.46,0.0029224340576171,160.0,0.459715780489061,16.100000381469727,18,0.006031006
2025-09-30,2025-09-30 17:01:15+00:00,call,1.215605749486653,184.25015258789065,0.0384500002861022,1.46,0.0017511811218261,240.0,0.4281001330671037,16.280000686645508,17,0.036906471
2025-12-05,2025-12-05 15:30:23+00:00,call,0.2874743326488706,201.92999267578125,0.036029999256134,16.71,0.0026575441284179,190.0,0.4936008660648426,15.40999984741211,8,0.117133333
2025-10-31,2025-10-31 18:21:49+00:00,put,0.0191649555099247,187.6783905029297,0.0371799993515014,11.45,0.0035571933349609,200.0,0.4909284680137325,17.440000534057617,15,0.02468169
2025-09-15,2025-09-15 18:10:26+00:00,call,0.5092402464065708,176.28074645996094,0.0390000009536743,2.97,0.0018042811767578,195.0,0.4631899888201607,15.6899995803833,15,-0.000443913
2025-11-14,2025-11-14 19:52:44+00:00,call,0.2683093771389459,194.69384765625,0.0378800010681152,6.7,0.0020557435058593,200.0,0.6433469499622695,19.82999992370605,15,0.047877293
2025-09-12,2025-09-12 17:32:15+00:00,call,0.191649555099247,176.93658447265625,0.0392799997329711,0.68,0.0018250329223632,195.0,0.3549638621811933,14.760000228881836,14,0.00078843
2025-12-05,2025-12-05 20:55:44+00:00,call,0.0383299110198494,201.92999267578125,0.036029999256134,0.25,0.0023633576171874,212.5,0.4936008660648426,15.40999984741211,8,0.117133333
2025-11-04,2025-11-04 19:25:20+00:00,call,0.1998631074606434,185.6810760498047,0.0379299998283386,14.6,0.0022858437438964,175.0,0.5405515160432186,19.0,14,0.051846328
2025-10-14,2025-10-14 17:56:54+00:00,call,1.2539356605065024,189.6459045410156,0.038529999256134,9.3,0.0021561453338623,210.0,0.548171849801689,20.809999465942383,18,-0.045335531
2025-09-15,2025-09-15 17:19:36+00:00,call,0.0492813141683778,176.28074645996094,0.0390000009536743,8.25,0.0025684336914062,170.0,0.4631899888201607,15.6899995803833,15,-0.000443913
2025-09-12,2025-09-12 19:27:51+00:00,call,0.1149897330595482,176.93658447265625,0.0392799997329711,3.7,0.0019391675231933,180.0,0.3549638621811933,14.760000228881836,14,0.00078843
2025-11-14,2025-11-14 19:54:52+00:00,call,0.3449691991786447,194.69384765625,0.0378800010681152,33.55,0.0027905994384765,165.0,0.6433469499622695,19.82999992370605,15,0.047877293
2025-10-08,2025-10-08 19:05:20+00:00,put,0.0629705681040383,188.49322509765625,0.0384299993515014,15.1,0.0034937174072265,205.0,0.5128229460257322,16.299999237060547,16,-0.122855556
2025-09-18,2025-09-18 15:19:23+00:00,call,1.325119780971937,173.0612030029297,0.0388000011444091,13.35,0.002067950415039,180.0,0.5332625137947393,15.699999809265137,14,0.020788929
2025-09-19,2025-09-19 19:49:20+00:00,put,0.1724845995893223,175.07839965820312,0.0387800002098083,2.55,0.0018647053771972,170.0,0.5155633928526742,15.449999809265137,13,0.074545045
2025-12-02,2025-12-02 20:12:47+00:00,call,1.1197809719370295,205.4199981689453,0.0367199993133544,67.9,0.0030933307861328,140.0,0.4933986081350169,16.59000015258789,8,-0.150613265
2025-10-15,2025-10-15 17:22:51+00:00,call,1.1745379876796715,189.96388244628903,0.0385800004005432,20.27,0.0022513592254638,185.0,0.4775928573449693,20.63999938964844,17,0.005100383
2025-10-16,2025-10-16 19:18:52+00:00,put,0.2518822724161533,190.9078826904297,0.038529999256134,0.35,0.0030127651855468,150.0,0.6350702875115526,25.309999465942383,18,-0.098427668
2025-11-14,2025-11-14 18:56:40+00:00,call,0.8432580424366872,194.69384765625,0.0378800010681152,27.95,0.0026218389190673,175.0,0.6433469499622695,19.82999992370605,15,0.047877293
2025-10-16,2025-10-16 17:32:35+00:00,call,0.0793976728268309,190.9078826904297,0.038529999256134,2.65,0.0019361157958984,195.0,0.6350702875115526,25.309999465942383,18,-0.098427668
2025-12-01,2025-12-01 20:31:00+00:00,call,0.0492813141683778,205.33999633789065,0.0369300007820129,7.68,0.0025098405273437,200.0,0.5034755455937583,17.239999771118164,8,-0.031570656
2025-12-10,2025-12-10 17:54:08+00:00,put,0.0054757015742642,206.5399932861328,0.0359299993515014,0.02,0.0035547519531249,192.5,0.4854728463110089,15.770000457763672,8,-0.012907576
2025-12-05,2025-12-05 14:32:18+00:00,call,0.6132785763175906,201.92999267578125,0.036029999256134,1.55,0.0021949022705078,250.0,0.4936008660648426,15.40999984741211,8,0.117133333
2025-10-09,2025-10-09 18:58:12+00:00,call,2.187542778918549,189.8744506835937,0.038529999256134,15.67,0.0020908383697509,210.0,0.4646201762158078,16.43000030517578,17,-0.070384416
2025-12-01,2025-12-01 19:20:35+00:00,put,1.1225188227241616,205.33999633789065,0.0369300007820129,0.47,0.004255428540039,90.0,0.5034755455937583,17.239999771118164,8,-0.031570656
2025-09-30,2025-09-30 19:09:35+00:00,call,0.2956878850102669,184.25015258789065,0.0384500002861022,11.0,0.0021210504699707,180.0,0.4281001330671037,16.280000686645508,17,0.036906471
2025-10-27,2025-10-27 19:36:22+00:00,call,0.1451060917180013,189.099365234375,0.0371799993515014,5.25,0.0017298190307617,190.0,0.4832841241605606,15.789999961853027,16,-0.039018072
2025-10-10,2025-10-10 14:03:06+00:00,put,0.7665982203969883,189.5167236328125,0.038529999256134,2.5,0.0025202164001464,150.0,0.5546919668279467,21.65999984741211,14,0.006757843
2025-11-21,2025-11-21 19:10:06+00:00,put,0.1533196440793976,202.61355590820312,0.0374000000953674,0.17,0.0043018147949218,150.0,0.6158315982637541,23.43000030517578,19,-0.073704603
2025-10-14,2025-10-14 19:12:27+00:00,call,0.1806981519507187,189.6459045410156,0.038529999256134,9.4,0.0022913368530273,185.0,0.548171849801689,20.809999465942383,18,-0.045335531
2025-10-31,2025-10-31 17:49:42+00:00,call,0.2108145106091718,187.6783905029297,0.0371799993515014,11.8,0.0025446302185058,180.0,0.4909284680137325,17.440000534057617,15,0.02468169
2025-11-24,2025-11-24 16:12:21+00:00,call,1.1416837782340865,204.75,0.0373000001907348,54.74,0.0025647716186523,155.0,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-12-05,2025-12-05 19:17:45+00:00,put,0.2874743326488706,201.92999267578125,0.036029999256134,6.9,0.001871419177246,200.0,0.4936008660648426,15.40999984741211,8,0.117133333
2025-11-13,2025-11-13 15:42:36+00:00,put,1.0951403148528405,194.0181427001953,0.0379299998283386,7.91,0.0023352817260742,175.0,2.423953616158554,20.0,16,-0.0401225
